cellID	region	XYcellid	X:X	Y:Y	celltypes	efact	cluster
reg2_1485_1430	reg2	1485__1430	1485	1430	CD8T	1	10
reg2_1486_567	reg2	1486__567	1486	567	Macrophage	1	4
reg2_1499_1139	reg2	1499__1139	1499	1139	Tumor	1	4
reg2_1501_1361	reg2	1501__1361	1501	1361	CD4T	1	8
reg2_1503_585	reg2	1503__585	1503	585	Bcell	1	1
reg2_1504_1028	reg2	1504__1028	1504	1028	CD8T	1	9
reg2_1509_1510	reg2	1509__1510	1509	1510	Stroma	1	3
reg2_1511_773	reg2	1511__773	1511	773	Macrophage	1	5
reg2_1523_1228	reg2	1523__1228	1523	1228	Stroma	1	1
reg2_1530_686	reg2	1530__686	1530	686	Macrophage	1	3
reg2_1531_1109	reg2	1531__1109	1531	1109	CD8T	1	4
reg2_1531_1488	reg2	1531__1488	1531	1488	CD4T	1	3
reg2_1532_825	reg2	1532__825	1532	825	Stroma	1	5
reg2_1532_1199	reg2	1532__1199	1532	1199	Macrophage	1	3
reg2_1534_953	reg2	1534__953	1534	953	CD8T	1	2
reg2_1540_1443	reg2	1540__1443	1540	1443	Macrophage	1	5
reg2_1544_1357	reg2	1544__1357	1544	1357	CD8T	1	4
reg2_1546_1004	reg2	1546__1004	1546	1004	Macrophage	1	2
reg2_1550_1045	reg2	1550__1045	1550	1045	CD4T	1	1
reg2_1552_1135	reg2	1552__1135	1552	1135	Bcell	1	10
reg2_1563_817	reg2	1563__817	1563	817	Bcell	1	3
reg2_1569_1092	reg2	1569__1092	1569	1092	Macrophage	1	2
reg2_1572_985	reg2	1572__985	1572	985	Stroma	1	1
reg2_1573_1016	reg2	1573__1016	1573	1016	Macrophage	1	1
reg2_1578_765	reg2	1578__765	1578	765	Bcell	1	1
reg2_1579_838	reg2	1579__838	1579	838	Tumor	1	9
reg2_1579_1121	reg2	1579__1121	1579	1121	CD4T	1	4
reg2_1587_849	reg2	1587__849	1587	849	CD4T	1	4
reg2_1592_1302	reg2	1592__1302	1592	1302	Tumor	1	9
reg2_1594_683	reg2	1594__683	1594	683	CD4T	1	1
reg2_1606_645	reg2	1606__645	1606	645	Macrophage	1	8
reg2_1609_722	reg2	1609__722	1609	722	Bcell	1	2
reg2_1610_1173	reg2	1610__1173	1610	1173	CD4T	1	6
reg2_1611_1288	reg2	1611__1288	1611	1288	Macrophage	1	10
reg2_1614_1130	reg2	1614__1130	1614	1130	CD8T	1	5
reg2_1615_1153	reg2	1615__1153	1615	1153	Tumor	1	5
reg2_1618_912	reg2	1618__912	1618	912	Bcell	1	3
reg2_1618_1328	reg2	1618__1328	1618	1328	CD8T	1	9
reg2_1624_750	reg2	1624__750	1624	750	CD4T	1	3
reg2_1627_819	reg2	1627__819	1627	819	Macrophage	1	3
reg2_1628_959	reg2	1628__959	1628	959	CD8T	1	3
reg2_1629_925	reg2	1629__925	1629	925	Stroma	1	9
reg2_1641_900	reg2	1641__900	1641	900	CD8T	1	5
reg2_1655_875	reg2	1655__875	1655	875	Bcell	1	6
reg2_1656_1054	reg2	1656__1054	1656	1054	CD8T	1	9
reg2_1657_858	reg2	1657__858	1657	858	Tumor	1	5
reg2_1680_908	reg2	1680__908	1680	908	Tumor	1	8
reg2_1684_1103	reg2	1684__1103	1684	1103	CD8T	1	3
reg3_1029_958	reg3	1029__958	1029	958	CD4T	2	8
reg3_1131_930	reg3	1131__930	1131	930	CD4T	2	7
reg3_1193_1100	reg3	1193__1100	1193	1100	CD4T	2	2
reg3_1205_1078	reg3	1205__1078	1205	1078	CD4T	2	7
reg3_1240_1112	reg3	1240__1112	1240	1112	CD4T	2	7
reg3_1243_1085	reg3	1243__1085	1243	1085	CD4T	2	7
reg3_876_478	reg3	876__478	876	478	Treg	2	4
reg3_1042_829	reg3	1042__829	1042	829	Treg	2	7
reg3_1058_849	reg3	1058__849	1058	849	Treg	2	7
reg3_1094_1005	reg3	1094__1005	1094	1005	Treg	2	4
reg3_1126_890	reg3	1126__890	1126	890	Treg	2	1
reg3_1156_841	reg3	1156__841	1156	841	Treg	2	1
reg3_1164_919	reg3	1164__919	1164	919	Treg	2	2
reg3_1183_998	reg3	1183__998	1183	998	Treg	2	7
reg3_1212_1032	reg3	1212__1032	1212	1032	Treg	2	8
reg3_937_783	reg3	937__783	937	783	Tumor	2	5
reg3_952_870	reg3	952__870	952	870	Tumor	2	5
reg3_969_650	reg3	969__650	969	650	Tumor	2	1
reg3_975_568	reg3	975__568	975	568	Tumor	2	4
reg3_1004_476	reg3	1004__476	1004	476	Tumor	2	5
reg3_1051_1029	reg3	1051__1029	1051	1029	Tumor	2	6
reg3_1055_767	reg3	1055__767	1055	767	Tumor	2	4
reg3_1064_507	reg3	1064__507	1064	507	Tumor	2	1
reg3_1069_1170	reg3	1069__1170	1069	1170	Tumor	2	1
reg3_1109_1181	reg3	1109__1181	1109	1181	Tumor	2	4
reg3_1126_1060	reg3	1126__1060	1126	1060	Tumor	2	8
reg3_1132_1206	reg3	1132__1206	1132	1206	Tumor	2	4
reg3_1182_1205	reg3	1182__1205	1182	1205	Tumor	2	4
reg3_1239_1313	reg3	1239__1313	1239	1313	Tumor	2	10
reg3_1254_1196	reg3	1254__1196	1254	1196	Tumor	2	3
reg3_1427_728	reg3	1427__728	1427	728	Tumor	2	7
reg3_325_1274	reg3	325__1274	325	1274	CD4T	2	3
reg3_344_1256	reg3	344__1256	344	1256	Treg	2	8
reg3_357_1298	reg3	357__1298	357	1298	Tumor	2	1
reg3_388_822	reg3	388__822	388	822	Stroma	2	1
reg3_405_813	reg3	405__813	405	813	Tumor	2	5
reg3_440_760	reg3	440__760	440	760	Stroma	2	6
reg3_447_675	reg3	447__675	447	675	Tumor	2	5
reg3_461_774	reg3	461__774	461	774	CD4T	2	4
reg3_465_644	reg3	465__644	465	644	Bcell	2	5
reg3_473_875	reg3	473__875	473	875	Stroma	2	3
reg3_480_718	reg3	480__718	480	718	CD8T	2	5
reg3_490_736	reg3	490__736	490	736	Bcell	2	9
reg3_499_774	reg3	499__774	499	774	Macrophage	2	8
reg3_509_639	reg3	509__639	509	639	Tumor	2	6
reg3_516_590	reg3	516__590	516	590	CD4T	2	7
reg3_516_742	reg3	516__742	516	742	Stroma	2	5
reg3_533_878	reg3	533__878	533	878	Macrophage	2	3
reg3_533_585	reg3	533__585	533	585	Treg	2	8
reg3_539_566	reg3	539__566	539	566	Tumor	2	8
reg3_549_763	reg3	549__763	549	763	Treg	2	5
reg3_550_723	reg3	550__723	550	723	Bcell	2	3
reg3_555_703	reg3	555__703	555	703	Tumor	2	5
reg3_567_769	reg3	567__769	567	769	Bcell	2	1
reg3_568_679	reg3	568__679	568	679	CD8T	2	3
reg3_569_611	reg3	569__611	569	611	Tumor	2	1
reg3_573_651	reg3	573__651	573	651	Tumor	2	9
reg3_585_629	reg3	585__629	585	629	CD8T	2	4
reg3_590_661	reg3	590__661	590	661	CD4T	2	5
reg3_600_740	reg3	600__740	600	740	Macrophage	2	7
reg3_601_690	reg3	601__690	601	690	Treg	2	3
reg3_610_501	reg3	610__501	610	501	Stroma	2	4
reg3_610_619	reg3	610__619	610	619	Macrophage	2	1
reg3_618_915	reg3	618__915	618	915	CD8T	2	3
reg3_623_634	reg3	623__634	623	634	CD4T	2	1
reg3_644_588	reg3	644__588	644	588	Bcell	2	5
reg3_647_771	reg3	647__771	647	771	Tumor	2	1
reg3_659_733	reg3	659__733	659	733	Tumor	2	4
reg3_670_604	reg3	670__604	670	604	CD8T	2	5
reg3_673_678	reg3	673__678	673	678	CD4T	2	1
reg3_674_711	reg3	674__711	674	711	Treg	2	4
reg3_686_834	reg3	686__834	686	834	Treg	2	1
reg3_694_566	reg3	694__566	694	566	Stroma	2	7
reg3_697_730	reg3	697__730	697	730	Treg	2	1
reg3_703_503	reg3	703__503	703	503	Tumor	2	4
reg3_703_712	reg3	703__712	703	712	CD4T	2	7
reg3_705_848	reg3	705__848	705	848	Macrophage	2	9
reg3_717_464	reg3	717__464	717	464	Macrophage	2	4
reg3_726_549	reg3	726__549	726	549	CD4T	2	5
reg3_726_710	reg3	726__710	726	710	Stroma	2	5
reg3_729_519	reg3	729__519	729	519	Bcell	2	6
reg3_736_723	reg3	736__723	736	723	Treg	2	4
reg3_737_826	reg3	737__826	737	826	CD8T	2	5
reg3_737_939	reg3	737__939	737	939	Tumor	2	3
reg3_737_699	reg3	737__699	737	699	Tumor	2	7
reg3_744_893	reg3	744__893	744	893	Treg	2	4
reg3_744_499	reg3	744__499	744	499	Bcell	2	6
reg3_749_679	reg3	749__679	749	679	Macrophage	2	1
reg3_755_1045	reg3	755__1045	755	1045	CD4T	2	9
reg3_763_680	reg3	763__680	763	680	CD8T	2	2
reg3_765_977	reg3	765__977	765	977	Macrophage	2	3
reg3_769_1686	reg3	769__1686	769	1686	CD4T	2	4
reg3_770_636	reg3	770__636	770	636	Macrophage	2	7
reg3_778_843	reg3	778__843	778	843	Tumor	2	6
reg3_794_780	reg3	794__780	794	780	CD8T	2	7
reg3_799_909	reg3	799__909	799	909	Tumor	2	5
reg3_814_809	reg3	814__809	814	809	Macrophage	2	1
reg3_817_419	reg3	817__419	817	419	CD8T	2	4
reg3_820_576	reg3	820__576	820	576	Stroma	2	6
reg3_821_915	reg3	821__915	821	915	Macrophage	2	1
reg3_823_795	reg3	823__795	823	795	Treg	2	1
reg3_824_594	reg3	824__594	824	594	CD8T	2	6
reg3_831_805	reg3	831__805	831	805	Macrophage	2	1
reg3_832_746	reg3	832__746	832	746	Treg	2	8
reg3_833_762	reg3	833__762	833	762	Bcell	2	7
reg3_837_781	reg3	837__781	837	781	Tumor	2	7
reg3_843_633	reg3	843__633	843	633	CD4T	2	5
reg3_849_496	reg3	849__496	849	496	CD8T	2	9
reg3_849_944	reg3	849__944	849	944	Tumor	2	8
reg3_852_514	reg3	852__514	852	514	Bcell	2	7
reg3_853_887	reg3	853__887	853	887	CD8T	2	6
reg3_855_593	reg3	855__593	855	593	Tumor	2	5
reg3_863_734	reg3	863__734	863	734	Tumor	2	8
reg3_869_660	reg3	869__660	869	660	Bcell	2	5
reg3_869_986	reg3	869__986	869	986	CD8T	2	7
reg3_872_944	reg3	872__944	872	944	CD4T	2	6
reg3_874_835	reg3	874__835	874	835	Macrophage	2	5
reg3_881_512	reg3	881__512	881	512	Macrophage	2	1
reg3_881_554	reg3	881__554	881	554	Treg	2	5
reg3_885_1011	reg3	885__1011	885	1011	Tumor	2	7
reg3_888_845	reg3	888__845	888	845	CD8T	2	2
reg3_890_867	reg3	890__867	890	867	Stroma	2	1
reg3_891_992	reg3	891__992	891	992	Treg	2	4
reg3_898_631	reg3	898__631	898	631	Macrophage	2	5
reg3_902_947	reg3	902__947	902	947	Tumor	2	6
reg3_905_708	reg3	905__708	905	708	CD4T	2	4
reg3_905_1063	reg3	905__1063	905	1063	Stroma	2	7
reg3_906_805	reg3	906__805	906	805	Bcell	2	3
reg3_908_884	reg3	908__884	908	884	Tumor	2	5
reg3_911_829	reg3	911__829	911	829	Macrophage	2	5
reg3_912_541	reg3	912__541	912	541	Treg	2	6
reg3_917_1175	reg3	917__1175	917	1175	CD4T	2	9
reg3_918_1050	reg3	918__1050	918	1050	Macrophage	2	7
reg3_918_1084	reg3	918__1084	918	1084	Treg	2	5
reg3_927_869	reg3	927__869	927	869	Bcell	2	4
reg3_928_602	reg3	928__602	928	602	CD8T	2	4
reg3_932_738	reg3	932__738	932	738	Macrophage	2	4
reg3_935_978	reg3	935__978	935	978	CD8T	2	4
reg3_936_703	reg3	936__703	936	703	Tumor	2	6
reg3_941_904	reg3	941__904	941	904	Stroma	2	7
reg3_942_651	reg3	942__651	942	651	Macrophage	2	4
reg3_946_987	reg3	946__987	946	987	Tumor	2	7
reg3_950_1220	reg3	950__1220	950	1220	Macrophage	2	4
reg3_952_602	reg3	952__602	952	602	Tumor	2	1
reg3_952_738	reg3	952__738	952	738	Tumor	2	2
reg3_955_629	reg3	955__629	955	629	Treg	2	4
reg3_955_891	reg3	955__891	955	891	Bcell	2	3
reg3_960_699	reg3	960__699	960	699	CD8T	2	4
reg3_960_1191	reg3	960__1191	960	1191	Tumor	2	9
reg3_963_1089	reg3	963__1089	963	1089	Stroma	2	5
reg3_968_1109	reg3	968__1109	968	1109	CD8T	2	1
reg3_970_671	reg3	970__671	970	671	Tumor	2	1
reg3_972_744	reg3	972__744	972	744	CD4T	2	1
reg3_973_919	reg3	973__919	973	919	Macrophage	2	3
reg3_973_1155	reg3	973__1155	973	1155	Treg	2	8
reg3_974_1025	reg3	974__1025	974	1025	CD8T	2	1
reg3_981_1069	reg3	981__1069	981	1069	Stroma	2	1
reg3_985_991	reg3	985__991	985	991	CD4T	2	7
reg3_990_731	reg3	990__731	990	731	Tumor	2	5
reg3_990_1153	reg3	990__1153	990	1153	CD4T	2	7
reg3_992_1014	reg3	992__1014	992	1014	Macrophage	2	9
reg3_1001_987	reg3	1001__987	1001	987	Macrophage	2	8
reg3_1004_539	reg3	1004__539	1004	539	Bcell	2	6
reg3_1005_767	reg3	1005__767	1005	767	CD8T	2	7
reg3_1008_899	reg3	1008__899	1008	899	Macrophage	2	7
reg3_1010_709	reg3	1010__709	1010	709	Bcell	2	9
reg3_1028_847	reg3	1028__847	1028	847	Bcell	2	7
reg3_1029_555	reg3	1029__555	1029	555	Tumor	2	6
reg3_1045_1073	reg3	1045__1073	1045	1073	Tumor	2	1
reg3_1048_554	reg3	1048__554	1048	554	Macrophage	2	6
reg3_1048_696	reg3	1048__696	1048	696	Treg	2	9
reg3_1049_678	reg3	1049__678	1049	678	Bcell	2	7
reg3_1050_462	reg3	1050__462	1050	462	CD8T	2	1
reg3_1051_786	reg3	1051__786	1051	786	Tumor	2	7
reg3_1059_1009	reg3	1059__1009	1059	1009	Tumor	2	7
reg3_1060_1186	reg3	1060__1186	1060	1186	Tumor	2	1
reg3_1067_711	reg3	1067__711	1067	711	CD8T	2	4
reg3_1071_1146	reg3	1071__1146	1071	1146	Macrophage	2	3
reg3_1077_847	reg3	1077__847	1077	847	Treg	2	6
reg3_1079_1192	reg3	1079__1192	1079	1192	CD8T	2	4
reg3_1091_712	reg3	1091__712	1091	712	Bcell	2	4
reg3_1091_1195	reg3	1091__1195	1091	1195	CD8T	2	10
reg3_1101_1167	reg3	1101__1167	1101	1167	Treg	2	10
reg3_1103_759	reg3	1103__759	1103	759	CD8T	2	10
reg3_1104_602	reg3	1104__602	1104	602	Tumor	2	6
reg3_1105_1308	reg3	1105__1308	1105	1308	Stroma	2	2
reg3_1111_752	reg3	1111__752	1111	752	Stroma	2	4
reg3_1121_808	reg3	1121__808	1121	808	Tumor	2	4
reg3_1122_875	reg3	1122__875	1122	875	Stroma	2	6
reg3_1126_1306	reg3	1126__1306	1126	1306	Macrophage	2	3
reg3_1127_753	reg3	1127__753	1127	753	Bcell	2	3
reg3_1128_776	reg3	1128__776	1128	776	Tumor	2	4
reg3_1129_1083	reg3	1129__1083	1129	1083	CD4T	2	8
reg3_1132_1772	reg3	1132__1772	1132	1772	Treg	2	1
reg3_1134_1172	reg3	1134__1172	1134	1172	Tumor	2	4
reg3_1152_685	reg3	1152__685	1152	685	CD8T	2	5
reg3_1152_1276	reg3	1152__1276	1152	1276	Tumor	2	8
reg3_1161_774	reg3	1161__774	1161	774	Tumor	2	7
reg3_1161_864	reg3	1161__864	1161	864	Tumor	2	2
reg3_1162_1225	reg3	1162__1225	1162	1225	Treg	2	4
reg3_1163_805	reg3	1163__805	1163	805	Bcell	2	7
reg3_1169_1193	reg3	1169__1193	1169	1193	Stroma	2	6
reg3_1170_619	reg3	1170__619	1170	619	Macrophage	2	5
reg3_1173_1295	reg3	1173__1295	1173	1295	Tumor	2	4
reg3_1175_904	reg3	1175__904	1175	904	CD4T	2	1
reg3_1175_1113	reg3	1175__1113	1175	1113	Stroma	2	8
reg3_1182_925	reg3	1182__925	1182	925	Macrophage	2	7
reg3_1187_1335	reg3	1187__1335	1187	1335	Tumor	2	4
reg3_1189_1076	reg3	1189__1076	1189	1076	Macrophage	2	8
reg3_1198_588	reg3	1198__588	1198	588	Treg	2	4
reg3_1199_1143	reg3	1199__1143	1199	1143	Bcell	2	6
reg3_1200_1041	reg3	1200__1041	1200	1041	CD8T	2	7
reg3_1200_1195	reg3	1200__1195	1200	1195	Tumor	2	4
reg3_1203_896	reg3	1203__896	1203	896	Bcell	2	8
reg3_1212_1013	reg3	1212__1013	1212	1013	Tumor	2	7
reg3_1214_1177	reg3	1214__1177	1214	1177	Macrophage	2	3
reg3_1222_1202	reg3	1222__1202	1222	1202	Stroma	2	4
reg3_1232_839	reg3	1232__839	1232	839	Tumor	2	5
reg3_1232_1273	reg3	1232__1273	1232	1273	Tumor	2	6
reg3_1232_1362	reg3	1232__1362	1232	1362	CD4T	2	3
reg3_1238_557	reg3	1238__557	1238	557	CD8T	2	1
reg3_1239_1417	reg3	1239__1417	1239	1417	Tumor	2	3
reg3_1247_775	reg3	1247__775	1247	775	Tumor	2	8
reg3_1251_860	reg3	1251__860	1251	860	Bcell	2	5
reg3_1254_820	reg3	1254__820	1254	820	Tumor	2	1
reg3_1255_1359	reg3	1255__1359	1255	1359	Stroma	2	6
reg3_1269_581	reg3	1269__581	1269	581	Macrophage	2	9
reg3_1281_677	reg3	1281__677	1281	677	Tumor	2	1
reg3_1286_1486	reg3	1286__1486	1286	1486	Tumor	2	1
reg3_1291_868	reg3	1291__868	1291	868	CD4T	2	5
reg3_1293_658	reg3	1293__658	1293	658	Bcell	2	6
reg3_1297_771	reg3	1297__771	1297	771	Macrophage	2	8
reg3_1297_1040	reg3	1297__1040	1297	1040	Bcell	2	10
reg3_1300_701	reg3	1300__701	1300	701	Tumor	2	2
reg3_1305_546	reg3	1305__546	1305	546	Stroma	2	5
reg3_1309_745	reg3	1309__745	1309	745	Treg	2	7
reg3_1312_809	reg3	1312__809	1312	809	Stroma	2	9
reg3_1313_1066	reg3	1313__1066	1313	1066	Treg	2	6
reg3_1313_1124	reg3	1313__1124	1313	1124	Bcell	2	4
reg3_1317_667	reg3	1317__667	1317	667	CD4T	2	1
reg3_1319_870	reg3	1319__870	1319	870	Macrophage	2	5
reg3_1326_1084	reg3	1326__1084	1326	1084	Tumor	2	5
reg3_1331_975	reg3	1331__975	1331	975	CD8T	2	1
reg3_1333_1009	reg3	1333__1009	1333	1009	Tumor	2	1
reg3_1334_683	reg3	1334__683	1334	683	Macrophage	2	1
reg3_1334_722	reg3	1334__722	1334	722	Treg	2	3
reg3_1345_703	reg3	1345__703	1345	703	Stroma	2	2
reg3_1354_723	reg3	1354__723	1354	723	CD8T	2	3
reg3_1367_741	reg3	1367__741	1367	741	CD8T	2	5
reg3_1383_875	reg3	1383__875	1383	875	Tumor	2	1
reg3_1392_739	reg3	1392__739	1392	739	Bcell	2	5
reg3_1400_1620	reg3	1400__1620	1400	1620	CD4T	2	6
reg3_1400_832	reg3	1400__832	1400	832	Stroma	2	8
reg3_1410_859	reg3	1410__859	1410	859	Tumor	2	2
reg3_1413_769	reg3	1413__769	1413	769	Stroma	2	2
reg3_1416_545	reg3	1416__545	1416	545	Treg	2	9
reg3_1429_846	reg3	1429__846	1429	846	CD4T	2	1
reg3_1511_763	reg3	1511__763	1511	763	CD4T	2	4
reg3_1546_831	reg3	1546__831	1546	831	Tumor	2	5
reg3_1561_710	reg3	1561__710	1561	710	Treg	2	7
reg3_1568_680	reg3	1568__680	1568	680	CD8T	2	5
reg3_1568_736	reg3	1568__736	1568	736	Tumor	2	7
reg3_1591_708	reg3	1591__708	1591	708	Bcell	2	7
reg3_1638_719	reg3	1638__719	1638	719	CD8T	2	6
reg3_1716_1198	reg3	1716__1198	1716	1198	Macrophage	2	1
reg4_1147_694	reg4	1147__694	1147	694	CD4T	1	6
reg4_1050_618	reg4	1050__618	1050	618	Treg	1	8
reg4_1101_659	reg4	1101__659	1101	659	Treg	1	1
reg4_1142_909	reg4	1142__909	1142	909	Treg	1	3
reg4_1171_594	reg4	1171__594	1171	594	Treg	1	9
reg4_1185_787	reg4	1185__787	1185	787	Treg	1	7
reg4_677_1212	reg4	677__1212	677	1212	Tumor	1	1
reg4_719_1396	reg4	719__1396	719	1396	Tumor	1	8
reg4_730_1149	reg4	730__1149	730	1149	Tumor	1	6
reg4_746_977	reg4	746__977	746	977	Tumor	1	8
reg4_757_1034	reg4	757__1034	757	1034	Tumor	1	9
reg4_774_1432	reg4	774__1432	774	1432	Tumor	1	1
reg4_820_1074	reg4	820__1074	820	1074	Tumor	1	1
reg4_884_1233	reg4	884__1233	884	1233	Tumor	1	7
reg4_925_1415	reg4	925__1415	925	1415	Tumor	1	3
reg4_968_905	reg4	968__905	968	905	Tumor	1	4
reg4_991_1505	reg4	991__1505	991	1505	Tumor	1	4
reg4_1020_1071	reg4	1020__1071	1020	1071	Tumor	1	4
reg4_1031_1635	reg4	1031__1635	1031	1635	Tumor	1	7
reg4_1055_1184	reg4	1055__1184	1055	1184	Tumor	1	8
reg4_1066_698	reg4	1066__698	1066	698	Tumor	1	6
reg4_1068_934	reg4	1068__934	1068	934	Tumor	1	4
reg4_1068_1557	reg4	1068__1557	1068	1557	Tumor	1	1
reg4_1069_1146	reg4	1069__1146	1069	1146	Tumor	1	1
reg4_1080_854	reg4	1080__854	1080	854	Tumor	1	3
reg4_1141_1398	reg4	1141__1398	1141	1398	Tumor	1	6
reg4_1152_1008	reg4	1152__1008	1152	1008	Tumor	1	1
reg4_1168_1320	reg4	1168__1320	1168	1320	Tumor	1	4
reg4_1170_612	reg4	1170__612	1170	612	Tumor	1	4
reg4_1181_637	reg4	1181__637	1181	637	Tumor	1	10
reg4_1187_1416	reg4	1187__1416	1187	1416	Tumor	1	4
reg4_1190_824	reg4	1190__824	1190	824	Tumor	1	7
reg4_1191_703	reg4	1191__703	1191	703	Tumor	1	1
reg4_1194_1440	reg4	1194__1440	1194	1440	Tumor	1	10
reg4_1200_650	reg4	1200__650	1200	650	Tumor	1	10
reg4_1212_1413	reg4	1212__1413	1212	1413	Tumor	1	10
reg4_1235_1390	reg4	1235__1390	1235	1390	Tumor	1	6
reg4_1245_1163	reg4	1245__1163	1245	1163	Tumor	1	6
reg4_1359_1236	reg4	1359__1236	1359	1236	Tumor	1	3
reg4_438_1151	reg4	438__1151	438	1151	CD4T	1	1
reg4_445_1137	reg4	445__1137	445	1137	CD8T	1	3
reg4_446_1175	reg4	446__1175	446	1175	CD4T	1	5
reg4_472_1131	reg4	472__1131	472	1131	Tumor	1	7
reg4_473_1153	reg4	473__1153	473	1153	Macrophage	1	8
reg4_485_958	reg4	485__958	485	958	Tumor	1	9
reg4_497_1149	reg4	497__1149	497	1149	Tumor	1	6
reg4_503_1095	reg4	503__1095	503	1095	CD4T	1	7
reg4_510_1106	reg4	510__1106	510	1106	Tumor	1	7
reg4_512_1082	reg4	512__1082	512	1082	CD8T	1	8
reg4_514_1138	reg4	514__1138	514	1138	CD4T	1	7
reg4_517_1018	reg4	517__1018	517	1018	Macrophage	1	1
reg4_527_1097	reg4	527__1097	527	1097	Bcell	1	7
reg4_530_849	reg4	530__849	530	849	Tumor	1	4
reg4_537_1020	reg4	537__1020	537	1020	Treg	1	2
reg4_541_822	reg4	541__822	541	822	Tumor	1	6
reg4_542_1155	reg4	542__1155	542	1155	Macrophage	1	1
reg4_551_1176	reg4	551__1176	551	1176	CD8T	1	1
reg4_554_1119	reg4	554__1119	554	1119	Tumor	1	7
reg4_555_1012	reg4	555__1012	555	1012	CD4T	1	1
reg4_560_765	reg4	560__765	560	765	Tumor	1	7
reg4_565_1039	reg4	565__1039	565	1039	Stroma	1	6
reg4_576_847	reg4	576__847	576	847	Bcell	1	9
reg4_576_1019	reg4	576__1019	576	1019	Tumor	1	1
reg4_593_857	reg4	593__857	593	857	Stroma	1	7
reg4_595_1033	reg4	595__1033	595	1033	Tumor	1	6
reg4_598_898	reg4	598__898	598	898	CD4T	1	1
reg4_598_1100	reg4	598__1100	598	1100	CD8T	1	6
reg4_606_1084	reg4	606__1084	606	1084	CD4T	1	3
reg4_606_1349	reg4	606__1349	606	1349	Stroma	1	9
reg4_607_992	reg4	607__992	607	992	Macrophage	1	6
reg4_608_885	reg4	608__885	608	885	Treg	1	8
reg4_613_966	reg4	613__966	613	966	Tumor	1	2
reg4_614_1270	reg4	614__1270	614	1270	CD4T	1	4
reg4_616_782	reg4	616__782	616	782	CD8T	1	8
reg4_627_716	reg4	627__716	627	716	CD4T	1	7
reg4_627_1349	reg4	627__1349	627	1349	CD8T	1	3
reg4_628_886	reg4	628__886	628	886	CD4T	1	7
reg4_632_823	reg4	632__823	632	823	Tumor	1	6
reg4_634_1321	reg4	634__1321	634	1321	CD8T	1	6
reg4_643_1390	reg4	643__1390	643	1390	CD8T	1	2
reg4_644_767	reg4	644__767	644	767	CD4T	1	9
reg4_645_878	reg4	645__878	645	878	Stroma	1	7
reg4_656_932	reg4	656__932	656	932	Tumor	1	5
reg4_657_824	reg4	657__824	657	824	CD4T	1	6
reg4_662_538	reg4	662__538	662	538	Tumor	1	9
reg4_662_723	reg4	662__723	662	723	Macrophage	1	7
reg4_670_761	reg4	670__761	670	761	Treg	1	6
reg4_671_1303	reg4	671__1303	671	1303	Bcell	1	6
reg4_687_697	reg4	687__697	687	697	Treg	1	6
reg4_694_799	reg4	694__799	694	799	Tumor	1	3
reg4_697_1220	reg4	697__1220	697	1220	CD4T	1	1
reg4_698_842	reg4	698__842	698	842	Tumor	1	9
reg4_699_772	reg4	699__772	699	772	Macrophage	1	3
reg4_700_1427	reg4	700__1427	700	1427	Treg	1	2
reg4_702_745	reg4	702__745	702	745	Tumor	1	1
reg4_718_1565	reg4	718__1565	718	1565	CD4T	1	3
reg4_723_1485	reg4	723__1485	723	1485	CD4T	1	7
reg4_725_742	reg4	725__742	725	742	Tumor	1	1
reg4_725_765	reg4	725__765	725	765	Macrophage	1	6
reg4_730_1302	reg4	730__1302	730	1302	CD8T	1	8
reg4_731_1273	reg4	731__1273	731	1273	CD4T	1	1
reg4_732_1456	reg4	732__1456	732	1456	Treg	1	8
reg4_735_874	reg4	735__874	735	874	Tumor	1	5
reg4_737_1356	reg4	737__1356	737	1356	Macrophage	1	9
reg4_738_433	reg4	738__433	738	433	CD8T	1	7
reg4_739_847	reg4	739__847	739	847	Stroma	1	1
reg4_739_1028	reg4	739__1028	739	1028	Tumor	1	9
reg4_740_1123	reg4	740__1123	740	1123	Treg	1	4
reg4_741_1383	reg4	741__1383	741	1383	CD8T	1	1
reg4_742_454	reg4	742__454	742	454	Bcell	1	1
reg4_748_1221	reg4	748__1221	748	1221	Treg	1	8
reg4_748_1296	reg4	748__1296	748	1296	Stroma	1	2
reg4_751_790	reg4	751__790	751	790	Tumor	1	1
reg4_761_1386	reg4	761__1386	761	1386	CD8T	1	1
reg4_763_751	reg4	763__751	763	751	CD4T	1	6
reg4_763_1162	reg4	763__1162	763	1162	CD8T	1	4
reg4_764_1094	reg4	764__1094	764	1094	Stroma	1	1
reg4_773_896	reg4	773__896	773	896	Treg	1	8
reg4_781_1038	reg4	781__1038	781	1038	Stroma	1	4
reg4_789_744	reg4	789__744	789	744	Treg	1	4
reg4_791_1495	reg4	791__1495	791	1495	Bcell	1	1
reg4_793_1540	reg4	793__1540	793	1540	CD8T	1	6
reg4_794_897	reg4	794__897	794	897	CD4T	1	7
reg4_797_1315	reg4	797__1315	797	1315	Stroma	1	8
reg4_798_724	reg4	798__724	798	724	Tumor	1	4
reg4_799_1255	reg4	799__1255	799	1255	Macrophage	1	8
reg4_808_744	reg4	808__744	808	744	Tumor	1	7
reg4_809_770	reg4	809__770	809	770	CD4T	1	3
reg4_812_1354	reg4	812__1354	812	1354	Stroma	1	6
